,BAD,LOAN,MORTDUE,VALUE,REASON,JOB,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC
295,0,8200,       62603,       86782,DebtCon,ProfExe,          15,           0,           0,219.56581251,           0,          18, 24.63662135
296,0,8200,      117314,      132770,DebtCon,Self,           4,           0,           1,176.33454149,           0,          19, 34.55205243
297,0,8200,      172497,      249071,DebtCon,Sales,,           0,           0,114.98197436,           0,          21,41.098025151
298,0,8200,       68013,       77008,DebtCon,ProfExe,           8,           0,           0,49.146922298,           1,          23,40.792589704
299,1,8200,       47700,       60000,DebtCon,Other,         0.1,           0,           0,,           0,           0,
300,1,8200,       87979,       94854,HomeImp,ProfExe,          10,           0,           0,108.47902378,           3,          19,41.270682597
301,0,8200,       80989,      105080,DebtCon,Mgr,           1,           0,           0,81.354795297,           1,          24,  38.4757705
302,0,8200,       48515,       59240,DebtCon,Other,          17,           0,           4,214.14450966,           0,          36,27.459144234
303,0,8200,       79751,      125413,HomeImp,Other,           7,,,,,,41.985557292
304,0,8200,       13392,       34254,DebtCon,Other,           3,           0,           0,267.91864156,           0,          11,21.929990488
305,0,8300,       57503,       72704,DebtCon,,          18,           0,           0,156.59370755,           0,          11,33.337118756
306,0,8300,       61213,       65798,HomeImp,Other,           6,           0,           0,86.296515758,           2,          20,41.426872232
307,0,8300,       59761,       75081,DebtCon,,          17,           0,           0,147.94164245,           1,          11,31.959227235
308,1,8300,,       47244,HomeImp,Other,           6,,,,,,
309,0,8300,      178745,      251935,DebtCon,Sales,,           0,           0, 130.7309108,           0,          22,42.358059882
310,0,8300,       67715,       86945,DebtCon,ProfExe,          14,           0,           0,221.47492481,           0,          17,25.194297211
311,0,8300,       44783,       63424,HomeImp,Other,           2,           0,,97.900836205,,          12,36.587869801
312,0,8300,       45842,       50006,DebtCon,Other,          16,           0,           0,90.653070126,           0,          12,31.360821946
313,0,8300,      101150,      115215,HomeImp,Office,          23,           0,           0,130.25632943,           0,          12, 36.50599948
314,0,8300,       67839,       76502,DebtCon,ProfExe,           9,           0,           0,58.560174005,           3,          24,38.974293529
315,0,8300,       35343,       51986,DebtCon,Other,          10,           0,           0,242.81896695,           1,          31,37.966606016
316,0,8400,       82597,       83858,HomeImp,Other,          25,           0,           0,350.56813617,           1,          47, 28.91075714
317,0,8400,       62583,       77481,DebtCon,Office,           6,           0,           0,98.672705089,           2,          15,26.308380329
318,0,8400,       60995,       78444,HomeImp,Mgr,           4,           0,           1, 123.7385166,           0,          23,26.932707601
319,0,8400,       84666,      123613,HomeImp,Other,           8,,,,,,39.658320047
320,0,8400,,       39106,HomeImp,Other,,,           1,80.075339194,           0,          10,35.683502202
321,1,8400,       48032,       95213,HomeImp,Office,           5,           1,           4,326.67959049,           0,          30,38.191681736
322,0,8400,       57694,       70782,HomeImp,Other,           4,           0,           0,125.71032467,           0,          34,37.622785545
323,0,8400,       85136,      125912,HomeImp,Other,           9,,,,,,40.715178041
324,0,8400,      102894,      117799,HomeImp,Other,           9,,,420.09816444,           1,          49,39.633190088
325,0,8500,,       32907,HomeImp,Office,          18,           0,           0,169.94538773,           1,          15,35.312710478
326,1,8500,       30077,       42770,DebtCon,Office,        0.25,           0,           0,89.266666667,           0,          10,
327,1,8500,       18240,       40200,HomeImp,Other,           1,           0,           1,       306.4,           0,          12,
328,0,8500,       50031,       57276,DebtCon,Office,           0,           0,           0,171.21281473,           0,          21,35.158702571
329,0,8500,       49266,       64461,DebtCon,Other,          22,           0,           0,264.40802314,           3,          29,37.976757922
330,0,8500,,       27873,HomeImp,Office,          21,           0,           0,190.06187015,           0,          15,38.375406098
331,0,8500,       78346,       82226,HomeImp,Other,          22,           0,           0,320.34954262,           1,          47,30.199399523
332,0,8500,       47777,       78979,HomeImp,Other,          18,           0,           0,202.95427654,           1,          16,34.828647504
333,0,8500,       53459,       62678,DebtCon,Mgr,          13,           0,           0,116.86344909,           0,          18, 30.05290208
334,0,8500,       77954,       82965,HomeImp,Other,          25,           0,           0, 350.7763043,           1,          46,28.584515556
335,1,8500,       29383,       45900,DebtCon,ProfExe,           8,           0,           0,122.13333333,           0,          22,
336,0,8500,        6424,       32365,,,,,,,,,33.904464501
337,0,8500,       58327,       75044,HomeImp,Mgr,           2,           0,           2,123.36535633,           0,          22,28.111813831
338,0,8500,       79484,       87893,DebtCon,Other,           1,           0,           0,123.61880309,           1,          10,35.759083852
339,0,8500,       73208,       88588,DebtCon,Mgr,          10,           0,           0,114.55258227,           0,          23,30.082488981
340,0,8600,,       54905,HomeImp,Other,           8,           0,           0,308.65011743,           2,          13,32.553976104
341,0,8600,,       47791,,,,,,,,,14.392536075
342,0,8600,       21000,       79000,HomeImp,ProfExe,          21,           0,           0,239.43333333,           0,          11,
343,0,8600,       58846,       72733,DebtCon,ProfExe,          14,           0,           0,233.17160046,           3,          32,39.775087851
344,0,8600,       57727,       70828,HomeImp,Other,           5,           0,           0,87.845310974,           3,          19, 41.75352499
345,0,8600,       22960,       80874,HomeImp,ProfExe,          20,           0,           0,238.70268339,           0,          11,25.887319897
346,0,8600,       75464,       84263,HomeImp,Other,          21,           0,           0,352.65827116,           0,          47,28.196714905
347,0,8600,       76703,      100862,HomeImp,Other,           0,           0,           1,174.55712019,           0,          31,34.386230664
348,0,8600,      124810,      176581,DebtCon,Other,           8,           0,           0,213.30288482,           1,          19,32.876458514
349,0,8700,       58007,       73069,DebtCon,ProfExe,          14,           0,           0,240.43728186,           3,          31,37.897480893
350,0,8700,       87415,      201689,HomeImp,Self,          13,           0,           0,13.924759121,,           7,20.253863892
351,1,8700,       62600,       77600,DebtCon,Other,         0.5,           1,           0,351.03333333,           3,          13,
352,0,8700,       77377,       97070,DebtCon,Mgr,           3,           0,           0,68.854877174,           2,          24,38.217725784
353,0,8700,       30716,       84778,HomeImp,ProfExe,          19,           0,           0,219.08523561,           0,          10,23.808894154
354,0,8700,       53504,       66888,DebtCon,Mgr,           7,,           3,112.17512076,           2,          10,39.318772261
355,0,8700,       78817,      115527,DebtCon,Office,           1,           0,           0,221.55154133,           1,          37,16.378412953
356,0,8700,,       32855,HomeImp,,,,,,,,35.937902683
357,0,8700,       51950,       67475,HomeImp,Other,         4.5,           0,           1,246.46666667,           2,          16,
